index,solubility,diffusivity,thickness,output_flow
0,0.047167,6.220598e-09,1.962329,5.827051
1,0.029740,1.888771e-09,1.981150,1.124355
2,0.052250,3.105895e-09,1.900655,3.352772
3,0.033414,9.978630e-09,1.910968,6.782814
4,0.056159,8.896660e-09,1.995925,9.666466
5,0.023594,5.884921e-09,1.947060,2.805839
6,0.064013,1.064391e-09,1.928776,1.398576
7,0.070134,7.036139e-09,1.938798,9.826031
8,0.075645,4.567859e-09,1.970774,6.815322
9,0.038005,3.067753e-09,1.953872,2.352069
